lumberjack lumberman timberman
bridget brigid
foehn fohn
aleph-null aleph-nought aleph-zero
jitney autobus charabanc double-decker motorbus motorcoach
connoisseur cognoscenti
vibrion vibrio
overnice squeamish
huckaback huck
waspish splenetic
high-top high-topped
tayra taira
serbo-croat serbo-croatian
polemize polemicise polemicize
odalisque concubine courtesan doxy
tibia shinbone
balderdash fiddle-faddle
hydrocephaly hydrocephalus
mastigophora flagellata
longbeard bellarmine
insolvable unsoluble unsolvable
pencilled penciled
perchloromethane tetrachloromethane
mastigophore mastigophoran
ill-fated ill-omened ill-starred
emptor buyer purchaser vendee
apace chop-chop rapidly speedily
bandlet bandelet bandelette
theft larceny thievery
amebiosis amebiasis amoebiasis amoebiosis
paraleipsis paralepsis paralipsis preterition
men manpower workforce
flossy downlike fluffy
meq milliequivalent
nontraditional untraditional
musicalness musicality
exteriorisation exteriorization externalisation
definitely decidedly emphatically
ogalala oglala
bassia kochia
egg-shaped oviform
nightstick billystick truncheon
country-dance contredanse
impiousness impiety
raisable raiseable
anorchia anorchidism anorchism
bowdlerisation bowdlerization expurgation
perfervid impassioned
collembolan springtail
hastate spearhead-shaped
agalactosis agalactia
flagellata mastigophora
senselessness inanity pointlessness
brothel bawdyhouse bordello cathouse whorehouse
prig snob
organdy organdie
geometrician geometer
crocodilus crocodylus
lodger roomer
wordiness long-windedness prolixity prolixness
parsi parsee
incorruptness incorruption
sumptuous opulent
podicipediformes colymbiformes podicipitiformes
scarey scary shuddery
palatalize palatalise
theia thea
campanulated campanular campanulate
highjacker hijacker
barefacedly shamelessly unashamedly
sise hexad sextuplet sixer
bioflavinoid citrin
insufferable unsufferable
dieresis diaeresis umlaut
footstall plinth
ruefully contritely remorsefully
noontide midday noon noonday
soliloquize monologuize
siss sizz
mho siemens
conveyancing conveying
ginkgophyta ginkgophytina ginkgopsida
odour odor
cutlas cutlass
mhz mc megacycle megahertz
coddled pampered
oglala ogalala
bolshy stroppy
scrivener copyist
wasp-waisted slender-waisted slim-waisted
epidemiologic epidemiological
furan furane furfuran
ophidia serpentes
holometabolic holometabolous
modernization modernisation modernizing
gathered deepened
ploughwright plowwright
self-complacency complacence complacency self-satisfaction
sidewards sideward
nanism dwarfism
acrobatic gymnastic
anaesthetic anesthetic
unmannerly ill-mannered
kitty-corner cata-cornered catacorner cater-cornered catercorner catty-corner catty-cornered kitty-cornered
genitalia genitals privates
changan hsian sian singan xian
nitpicking caviling pettifogging quibbling
aneurismal aneurismatic aneurysmal aneurysmatic
moon-worship selenolatry
theorisation theorization
daubing plastering
cocopah cocopa
pebbly shingly
telsontail proturan
nubby nubbly slubbed tweedy
pee-pee micturate urinate wee-wee
caudad caudally
arriving inbound
jugoslavian jugoslav
ragee coracan corakan kurakkan ragi
autogenesis abiogenesis autogeny
parvo parvovirus
measureless illimitable
inhabitancy inhabitation
conveyer conveyor
coronach dirge threnody
hatmaker hatter
self-respect self-regard
spoilables perishables
aluminium al aluminum
obtainment obtention
maddened angered enraged infuriated
flection flexion
scalloped crenate
utricle utriculus
absurdness ridiculousness
blowfish puffer
autarchical autarchic
accouterment accoutrement
anesthetist anaesthetist anesthesiologist
spectroscopical spectroscopic
fistulous fistular fistulate
anvers antwerp antwerpen
bushbaby galago
bowdlerise bowdlerize expurgate
antennary antennal
knickerbockers breeches
ordure faeces feces
mepacrine atabrine quinacrine
someways someway
self-directed self-reliant
demilitarise demilitarize
refractivity refractiveness
hackdriver cabby cabdriver cabman taxidriver taximan
hoaxer prankster
cognition knowledge
roomily spaciously
puberty pubescence
inadvertency unmindfulness
unlit unlighted
skreigh skreak skriech screak
anestrum anestrus anoestrum anoestrus
reverently reverentially
insouciance lightheartedness
homeowner householder
jobber wholesaler
anestrus anestrum anoestrum anoestrus
carryall holdall
novelisation novelization
platelike placoid
plaintiff complainant
tendrac tenrec
phlebotomy venesection
wistaria wisteria
coincidently coincidentally
typed typewritten
mesquit mesquite
prox proximo
petalled petaled petalous
cinnamene phenylethylene styrene vinylbenzene
supersede supplant
hydroid hydrozoan
shadblow shadbush
guiltlessness blamelessness inculpability inculpableness
oscillatory oscillating
enthralling bewitching captivating enchanting entrancing
changer auto-changer
inmost innermost
t-scope tachistoscope
unverifiable unobjective
dissatisfied disgruntled
billions jillions millions trillions zillions
kalapooian kalapuyan
separatrix solidus virgule
calliophis callophis
hemorrhagic haemorrhagic
sprat brisling
exhilarated gladdened
pathologist diagnostician
sanguineous slaughterous
jolty bumpy
weepiness tearfulness
pistil gynoecium
expurgation bowdlerisation bowdlerization
perviousness penetrability
wearily tiredly
tryptophane tryptophan
comparatively relatively
knowledge cognition
newcastle-upon-tyne newcastle
lambast lambaste
protohistory protoanthropology
mom mater momma mommy
mon monday
extrication disentanglement unsnarling untangling
homocyclic isocyclic
acrocephaly oxycephaly
fascination captivation
knucks knuckles
sizz siss
lacrimation lachrymation
loads dozens gobs lashings lots oodles piles rafts scads scores slews tons wads
glistening sheeny
pusillanimity pusillanimousness
avifaunal avifaunistic
calumniatory calumnious defamatory denigrating denigrative denigratory libellous libelous slanderous
yellow-bellied chickenhearted lily-livered white-livered
sheikhdom sheikdom
racketiness noisiness
gentlemanly gentlemanlike
self-seeded self-sowed self-sown
statesmanship statecraft
garmentless clothesless raimentless
mantlepiece chimneypiece mantel mantelpiece
unsatiable insatiable insatiate
scleroprotein albuminoid
rip-roaring rackety
kapsiki higi
sleekness silkiness
lukewarmly tepidly
timidity timorousness
dodgson carroll
bleary-eyed blear-eyed
self-doubt diffidence self-distrust
anachronic anachronistic anachronous
slaying homicide
despondently despairingly
bodo-garo barish
unsatiably insatiably
lap-streaked lap-jointed lap-strake lap-straked lap-streak
uppityness uppishness
bedsitter bedsit
sloped aslope slanting
mithraism mithraicism
spic-and-span spick-and-span
self-sufficiency self-direction self-reliance
hermaphroditism androgyny
socialisation socialization
beryllium glucinium
agrimonia agrimony
snidely sneeringly superciliously
line-shooter blowhard boaster vaunter
apogametic apogamic apogamous
egg-and-anchor egg-and-dart egg-and-tongue
rescission recission rescinding
appalled aghast dismayed shocked
anesthetize anaesthetize
deserving meriting
doable accomplishable achievable
cesspool cesspit
frolicsomeness friskiness sportiveness
oenophilist oenophile
smallpox variola
word-perfect letter-perfect
breathalyse breathalyze
clamorous clamourous vociferous
bowdlerize bowdlerise expurgate
meddlesomeness intrusiveness officiousness
abcs abc rudiments
maternity motherhood
demilitarize demilitarise
bilobated bilobate bilobed
hypnotised hypnotized mesmerised mesmerized spellbound transfixed
plumbed sounded
sonography ultrasonography
top-ranking top-level
complaintive complaining
potman potboy
ventolin albuterol proventil
mephenytoin mesantoin
cherry-red blood-red ruby-red
dust-covered dusty
majagua mahoe mahagua
rationalization rationalisation
waistband cincture waistcloth
solecism gaffe
one-quintillionth quintillionth
sorcerer necromancer
impeachability indictability
sculpturesque modeled
prefabricate preassemble
onlooker looker-on
caranda caranday
frambesia framboesia yaws
taradiddle tarradiddle
immure incarcerate
hangar airdock
conveyor conveyer
bouldered bouldery
unbeknown unbeknownst
willowy gracile
crookbacked humpbacked humped hunchbacked
partaker sharer
pistol handgun
amenorrhoeal amenorrheal amenorrheic amenorrhoeic
sunstone aventurine
saleroom salesroom showroom
academia academe
sonority plangency reverberance sonorousness vibrancy
centreboard centerboard
barbacan barbican
glareole pratincole
quahaug quahog
comburent comburant combustive
clerking bookkeeping
papaverales rhoeadales
sourpuss picklepuss
trustingness trustfulness
portrayed depicted
attar atar athar ottar
gaudiness garishness
tenno mikado
licorice liquorice
grump crosspatch
greece ellas
pharos lighthouse
indentured apprenticed articled
fencer swordsman
dacninae coerebidae
vivarium aquarium
ill-favored ill-favoured
southmost southernmost
uncarbonated noncarbonated
restate ingeminate iterate reiterate
glutted overfull
chapati chapatti
querulously peevishly
aigret aigrette
complicatedness knottiness
detrimentally harmfully noxiously
supervising superintendence supervision
aerify gasify
tramcar streetcar trolley
mahabharatum mahabharata mahabharatam
kyrgystan kirghizia kirghizstan kirgizia kirgizstan
plumbic plumbous
swishing swishy
offenceless offenseless
animus animosity
theater theatre
furor furore
unliterary nonliterary
sagacity sagaciousness
hexagonal hexangular
preponderantly predominantly
dissolvable dissoluble
leguminosae fabaceae
toothwort crinkleroot
rodomontade braggadocio
energid protoplast
mafia maffia
doorhandle doorknob
angelical angelic
leyden leiden
householder homeowner
moonray moonbeam
supervision superintendence supervising
honest-to-god honest-to-goodness sure-enough
chylific chylifactive chylifactory
unimaginable inconceivable
cleaned cleansed
shekels dinero gelt moolah pelf
pasch pascha
greyness grayness
arbitral arbitrational
embezzlement defalcation peculation
cowed browbeaten bullied
bandit brigand
non-engagement non-involvement nonparticipation
bronzed browned suntanned
acular toradol
picnicker picknicker
repulsiveness loathsomeness
aswan assouan assuan
unenterprising nonenterprising
acetamide ethanamide
unimaginably unthinkably
dormie dormy
permeableness permeability
perseveration perseverance
vale valley
memorably unforgettably
discoidal discoid disklike
huamachil camachile
myg myriagram
kukenaam cuquenan
saguaro sahuaro
mym myriameter myriametre
nucleolus nucleole
pusillanimously simperingly
breathalyze breathalyse
unreliableness undependability undependableness unreliability
sheikha sheika
microcephalous microcephalic nanocephalic
gomorrah gomorrha
roominess capaciousness commodiousness spaciousness
coincident coinciding
nonbelieiver disbeliever unbeliever
bacterioidal bacterioid bacteroidal
plundered looted ransacked
miserly mingy
sociobiologic sociobiological
agilely nimbly
co-optation co-option
prepubescent prepubertal
plunderer despoiler freebooter looter pillager
perilous parlous touch-and-go
archer bowman
mimeo mimeograph
black-haired brown-haired dark-haired
paseo walkway
furry furred
lingerer loiterer
one-dimensionality linearity
colonization colonisation
mimer mummer pantomimer pantomimist
widower widowman
thingmajig dohickey dojigger doodad doohickey gubbins thingamabob thingamajig thingmabob thingumabob thingumajig thingummy
oenologist enologist fermentologist
tympanist timpanist
logginess loginess
musjid masjid mosque
octavo eightvo
foresightedness foresightfulness
paleolithic palaeolithic
nammad numdah
intermix immingle intermingle
obscurant obliterating
ricrac rickrack
hortative exhortative exhortatory hortatory
teepee tepee tipi
demonstrability provability
cliffy clifflike
ancestral patrimonial transmissiblel
hogget hogg
ennui boredom
fosterage fostering
invalidness invalidity
unfastening untying
ham-fisted bumbling butterfingered ham-handed
bumblebee humblebee
noncomprehensive incomprehensive
kam-tai kadai
explainable interpretable
ably aptly capably competently
conjurer conjuror
hydraulicly hydraulically
rescued reclaimed
plagiarized plagiaristic
disconcerting upsetting
smarmily fulsomely unctuously
jerkwater one-horse
oengus aengus
disowning disownment
three-party three-way tripartite
usableness serviceability serviceableness
lolo-burmese burmese-yi
shoshonean shoshonian
nosegay corsage posy
somatotrophin somatotropin
fulgid aglitter glinting glistering glittering glittery scintillant
amenorrhoeic amenorrheal amenorrheic amenorrhoeal
dowdily frumpily frumpishly
floodlit floodlighted
blamelessly irreproachably
thymelaeales myrtales
originator conceiver
vaporisation vaporization
bicolour bichrome bicolor bicolored bicoloured
coccidioidomycosis coccidiomycosis
poking jabbing thrusting
hippopotamus hippo
no-show nonattender
ill-formed ungrammatical
pasha pacha
mitrewort miterwort
gyneolatry gynaeolatry woman-worship
interwoven interlacing interlinking
merchant merchandiser
compensated remunerated
pomposity ostentatiousness pompousness splashiness
disconcertion disconcertment
booked set-aside
missis missus
toluene methylbenzene
magnoliophyta angiospermae anthophyta
necropolis cemetery graveyard
valuableness invaluableness preciousness pricelessness
tazicef ceftazidime fortaz
atlantides hesperides
mephistophelian mephistophelean
gobs dozens lashings loads lots oodles piles rafts scads scores slews tons wads
nightclothes nightwear
tical baht
loverly loverlike
effaceable erasable
individually separately
leathered coriaceous leatherlike leathery
arrivederci adieu adios bye-bye cheerio good-by good-bye goodby goodbye sayonara
dyspepsia indigestion
andalusia andalucia
kymograph cymograph
archil orchil
albizzia albizia
abdomen venter
penalize punish
meadow hayfield
diesinker diemaker
buttercup butterflower crowfoot goldcup
lungi longyi lungyi
unburden disburden
abor dafla miri mirish
normalcy normality
pteridospermaphyta pteridospermae
aftersensation afterimage
salesgirl saleslady saleswoman
purinethol mercaptopurine
tantalizingly invitingly
falafel felafel
pleurodynia costalgia pleuralgia
obstinately cussedly mulishly obdurately pig-headedly stubbornly
nigra jigaboo nigger
wage-earning working-class
crosstalk xt
factuality factualness
agnise agnize
loath loth
constantan eureka
entoprocta endoprocta
chiasmal chiasmatic chiasmic
resentment rancor rancour
aranea araneus
archaism archaicism
dextroglucose dextrose
coarsening popularisation vulgarisation vulgarization
otolaryngology otology
elvish elfish
peiping beijing peking
milium whitehead
slightingly disparagingly
whizzbang whizbang
apparentness apparency
woodland timberland
sudan soudan
vast huge immense
gomorrha gomorrah
murmurous soughing susurrous
tangibility palpability tangibleness
broadax broadaxe
riveter rivetter
dishrag dishcloth
dusanbe dushanbe dyushambe
sanctimoniousness sanctimony
slaughterous sanguineous
milkmaid dairymaid
ubermensch superman
goer departer leaver
fakeer fakir faqir faquir
uprising insurrection
whitsun whitsuntide whitweek
prolixity long-windedness prolixness wordiness
neurologic neurological
noonday midday noon noontide
treaty pact
jubilantly blithely gayly merrily mirthfully
trillions billions jillions millions zillions
ravelling raveling
sheeprun sheepwalk
furze gorse
web-footed web-toed
onetime erstwhile quondam
copycat aper
bejewelled bejeweled bespangled gemmed jeweled jewelled sequined spangled spangly
all-purpose general-purpose
wholesaler jobber
arty-crafty artsy-craftsy
gangland gangdom
kutch cutch
punitorily penally punitively
green-blindness daltonism deuteranopia
dizziness vertigo
cholecarciferol calciferol ergocalciferol
lyricality songfulness
adeptness adroitness deftness
speakable utterable
cowhouse cowbarn cowshed
tamarind tamarindo
strenuousness arduousness
hungrily ravenously
joyfulness joyousness
plaudit acclamation plaudits
freeway expressway motorway superhighway throughway thruway
spiderflower cleome
basophile basophil
silver-tongued eloquent smooth-spoken
protoplast energid
arming equipping
plainchant plainsong
nautch nauch
maltreated ill-treated mistreated
salmwood cypre
damnably cursedly
unthinkably unimaginably
saber sabre
theatre theater
curtainless uncurtained
karen karenic
advertently heedfully mindfully
tsarina czarina czaritza tsaritsa tzarina
truelove sweetie
frey freyr
beheading decapitation
bonnie bonny
luminosity luminance luminousness
ordinarily commonly normally unremarkably usually
omnium-gatherum farrago melange mingle-mangle oddments
savagery brutality
councilorship councillorship
battle-ax battle-axe
circumlocutory ambagious circumlocutious periphrastic
terminator eradicator exterminator
merciless unmerciful
hatter hatmaker
clattering clattery
misgovernment misrule
ossicle bonelet ossiculum
novitiate noviciate
dibranchiata dibranchia
falderal frills gimcrackery gimcracks
wivern wyvern
desalination desalinisation desalinization
seeland sjaelland zealand
glyoxaline imidazole iminazole
soapstone soaprock steatite
neology neologism
dibranchiate dibranch
archepiscopal archiepiscopal
overhanded overarm
emplane enplane
lobster-backed red-coated
corsica corse
scabiosa scabious
imavate imipramine
keeled ridged carinated
repeated recurrent
expugnable stormable
entoparasite endoparasite endozoa entozoa entozoon
schizophyceae myxophyceae
conjuror conjurer
wulfila ulfila ulfilas
cowry cowrie
snuggery cubby
sevener heptad
spick-and-span spic-and-span
bolted latched locked
workbasket workbag workbox
agnize agnise
rangpur lemanderin
luster lustre
tarawa makin tarawa-makin
humour humor
dybbuk dibbuk
allgood good-king-henry
lanthanon lanthanide
half-bred half-blooded
cromlech dolmen
unexpressive expressionless poker-faced
stableman hostler ostler stableboy
rutted rutty
acephalia acephalism acephaly
white-livered chickenhearted lily-livered yellow-bellied
demythologization demythologisation
coleslaw slaw
cacique cazique
autogenic autogenous
stripping baring denudation husking
chiasmic chiasmal chiasmatic
cadet plebe
centennial centenary
militarist warmonger
podiatrist chiropodist
settler colonist
demonetisation demonetization
discommode incommode
jaguarondi eyra jaguarundi
good-temperedness good-humoredness
gritrock gritstone
anthropomorphous anthropomorphic humanlike
toweling towelling
atheistical atheistic
normally commonly ordinarily unremarkably usually
infiniteness boundlessness limitlessness unboundedness
laundress laundrywoman washerwoman washwoman
repurchase buyback
rheumatoid arthritic
bollocks bobble bollix
scabious scabiosa
macrencephalous macrencephalic
ideational conceptional
reflexivity reflexiveness
passe demode old-hat passee
guiltless clean-handed
doltishly sottishly
sparsity spareness sparseness
placeman placeseeker
abye aby expiate
breastbone sternum
unliveable unlivable
delineative depictive
stylization conventionalisation conventionalization stylisation
wrought molded shaped
stumpy low-set squatty
drier dryer
bucuresti bucharest
cuffs handcuffs handlock
calapooya calapuya kalapooia kalapuya
humiliating demeaning
babirussa babiroussa babirusa
decorousness decorum
smoke-cured smoke-dried smoked
macroscopical macroscopic
undependableness undependability unreliability unreliableness
elasmobranchii selachii
culpability blameworthiness culpableness
missus missis
pasto galeras
syntactician grammarian
tsarist czarist czaristic tsaristic tzarist
encrusted crusted crustlike
ghostfish wrymouth
flindosa flindosy
philhellenic graecophilic
cleric churchman
fleetly swiftly
mizenmast mizzenmast
camellia camelia
recognizance recognisance
hybridisation hybridization hybridizing
colloquially conversationally
draftsperson draughtsman
superannuation obsolescence obsoleteness
faroes faeroes
exterminable extirpable
catabolic katabolic
brown-haired black-haired dark-haired
smoked smoke-cured smoke-dried
green-eyed overjealous
flindosy flindosa
incredibleness incredibility
impudently impertinently pertly
boxlike boxy
nix aught nada nothing zilch
compunction remorse
assertiveness self-assertiveness
locked bolted latched
budgereegah budgerigar budgerygah budgie
noncommittal unrevealing
admirableness admirability wonderfulness
rhinoceros rhino
minder babyminder
singan changan hsian sian xian
mantel chimneypiece mantelpiece mantlepiece
crockery dishware
hilly cragged
detent pawl
shindig shindy
breadbox bread-bin
myxobacterium myxobacter myxobacteria
hexad sextuplet sise sixer
stretchability stretchiness
riksmal bokmal dano-norwegian
naumachy naumachia
adventurousness venturesomeness
igloo iglu
morbilli measles rubeola
barbarousness atrociousness heinousness
efficacy efficaciousness
rescindable voidable
adulteress fornicatress hussy strumpet
denationalization denationalisation
wildebeest gnu
intellection cerebration mentation
goethean goethian
thick-skinned indurate
shoeblack bootblack
motorization motorisation
algonquian algonquin
palaeoencephalon paleencephalon paleoencephalon
prepacked prepackaged
methadon methadone
epicine androgyne gynandromorph
misdirect deprave
scombresox scomberesox
bryozoa polyzoa
untuneful tuneless
wearying tiring
dardic dard
procural procurance procurement
undoubted unchallenged unquestioned
legionary legionnaire
treacherously faithlessly traitorously treasonably
eolic aeolic
voluptuousness curvaceousness shapeliness
ft-l foot-lambert
nonflavoured nonflavored unflavored unflavoured
particularization detailing
fused coalesced
fusee fuzee
epiphora epistrophe
sabot geta patten
nourishment nutriment
oftentimes frequently oft ofttimes
thurible censer
demagogic demagogical
sumach shumac
finno-ugric finno-ugrian
olefine alkene olefin
pricelessness invaluableness preciousness valuableness
palsy-walsy matey pally
shrewdness perspicaciousness
chinese-red cinibar vermillion
barbarization barbarisation
goggle-eyed openmouthed
vendible merchantable sellable vendable
toper imbiber
troublesomeness worriment
barcarole barcarolle
sudor diaphoresis hidrosis perspiration
gummy gluey glutinous mucilaginous viscid
flagrant egregious
staggeringly enormously hugely tremendously
serfdom serfhood vassalage
tollbar tollgate
sustentation sustainment
leningrad peterburg petrograd
meritless no-account no-count
amusive diverting
superpatriotism ultranationalism
mantic divinatory sibyllic vatic vatical
matakam mafa
mantid mantis
candelabrum candelabra
pacificist disarmer
whisky whiskey
kabolin durabolin nandrolone
bacteriophagous bacteriophagic
magnesia periclase
quadriphonic quadraphonic quadrasonic
good-neighbourliness good-neighborliness neighborliness neighbourliness
odontaspididae carchariidae
parachutist parachuter
singer vocalist
miltown equanil meprin meprobamate
stinkbird hoactzin hoatzin
nomograph nomogram
mantis mantid
hexed jinxed
three-dimensionality third-dimensionality
squeamish overnice
criminatory criminative incriminating incriminatory
infidelity unfaithfulness
lavaliere lavalier lavalliere
fourscore eighty lxxx
acapnial acapnic acapnotic
farkleberry sparkleberry
serfhood serfdom vassalage
glinting aglitter fulgid glistering glittering glittery scintillant
aglitter fulgid glinting glistering glittering glittery scintillant
heathen pagan
intermingle immingle intermix
nob toff
maiming mutilation
esurience edacity voracity voraciousness
cusped cuspate cuspated cuspidal cuspidate cuspidated
willfully wilfully
collaborate cooperate
canonical canonic
loadstone lodestone
faeroese faroese
onerous burdensome taxing
sabre saber
recidivism backsliding lapsing relapsing
quartern one-fourth
nov november
extensible extensile
viricidal virucidal
impreciseness imprecision
tittivate titivate
gout urarthritis
sudra shudra
firedog andiron dogiron
snootily snobbishly uppishly
desicate dehydrate dessicate
cuspidated cuspate cuspated cusped cuspidal cuspidate
even-pinnate abruptly-pinnate paripinnate
geometrical geometric
alterative sanative
tetchy peevish pettish petulant techy testy
procurer pandar panderer ponce
faqir fakeer fakir faquir
conciliable appeasable
neuroanatomic neuroanatomical
ductule ductulus
slopped besotted blotto crocked fuddled sloshed sozzled squiffy tiddley tiddly tipsy
egest excrete
obstructive clogging hindering impeding
whizbang whizzbang
endozoic entozoic
moralise moralize preachify sermonize
vaginocele colpocele
formalization formalisation
pageant pageantry
chekov chekhov
hoactzin hoatzin stinkbird
idealise idealize
patrikin patrisib
steatite soaprock soapstone
hyperpiesia hyperpiesis
bulgy bellying bulbous protuberant
mukden fengtien moukden shenyang
fatism fattism
dogmatism bigotry
jury-rigged improvised
glitz flashiness tawdriness
acaudal acaudate
knobkerrie knobkerry
emptying voidance
breakstone rockfoil saxifrage
acanthisittidae xenicidae
marginocephalian marginocephalia
bemoan bewail
zovirax acyclovir
amniotic amnic amnionic
fervor fervency fervidness fervour
anginose anginal anginous
hyperpiesis hyperpiesia
sudsy spumous spumy
lodgment lodgement
ytterbite gadolinite
annihilate decimate
merrymaker reveler reveller
lustre luster
sheepwalk sheeprun
ichthyolatry fish-worship
oilbird guacharo
glimmery glimmering
seminarian seminarist
minacious menacing minatory
aculeated aculeate
unskillful botchy
measuring mensuration
unglamourous unglamorous
pratincole glareole
brythonic brittanic
bodybuilder musclebuilder
palmist chiromancer
aurar eyrir
lesvos lesbos
plyboard plywood
hippie hippy
candidacy campaigning candidature
adventuresome adventurous
untrusting leery mistrustful
moblike mobbish
ytterbium yb
apractic apraxic
cuspid eyetooth
myxiniformes hyperotreta myxinoidea myxinoidei
turgid bombastic declamatory
aldermanic aldermanly
nonacceptance turndown
enamour captivate enamor
corruptedly corruptly
woodcreeper woodhewer
billowy surging
plenteously bounteously bountifully plentifully
anginous anginal anginose
convivial good-time
piggish hoggish
seventy lxx
monetary pecuniary
nonchristian christless
around-the-clock day-and-night round-the-clock
impregnated fertilised fertilized inseminated
disown disinherit
extraterritorial exterritorial
centrical centric
mustachioed mustached
war-torn war-worn
oestridae hypodermatidae
garboil tumultuousness
bold-faced brazen-faced
troche pastil pastille
lockkeeper lockman lockmaster
doorsill doorstep
gunshot gunfire
paletiology palaetiology
marchland borderland
disheartened demoralized
propanamide proprionamide
uighur uigur
laic secular
saxatile saxicoline saxicolous
unnilquadium ku kurchatovium rf rutherfordium unq
inevitability inevitableness
shenyang fengtien moukden mukden
half-blooded half-bred
horrifying horrible
heterometabolous heterometabolic
nongregarious nonsocial
stodginess stuffiness
humped crookbacked humpbacked hunchbacked
put-on dupery
biparous twinning
synaeresis syneresis
licensed accredited licenced
lutefisk lutfisk
boredom ennui
licensee licencee
poilu purloo
artefact artifact
minah mina myna mynah
aoudad arui audad
standardization standardisation
luwian luvian
long-playing long-play
mother-of-pearl nacre
praesidium presidium
acaricide acaracide
unexplorative nonexplorative nonexploratory unexploratory
snakeweed rabbitweed
peppiness pep
ruthless remorseless unpitying
emaciation boniness gauntness
grandmother grandma grannie
gabfest causerie chin-wag chin-wagging gab
spotless speckless
disreputableness disreputability unrespectability
realign realine
unnilquintium hahnium unnilpentium unp
somnolently drowsily
out-of-date outdated
forebear forbear
violoncello cello
tatouay cabassous
whitweek whitsun whitsuntide
internet cyberspace
aldermanly aldermanic
smudged smeared smirched smudgy
wittiness witticism
coherence coherency
clerestory clearstory
self-rule self-government
anthropical anthropic
francium fr
damsel damoiselle damosel damozel
hypericales parietales
alleviated eased relieved
friday fri
exporting exportation
coherency coherence
inconsequently inconsequentially
thea theia
abraded skinned
gondolier gondoliere
moralize moralise preachify sermonize
flabbergasted dumbfounded dumfounded thunderstruck
idealize idealise
orneriness cussedness
moaning groaning
octad eighter octonary ogdoad
sicily sicilia
undercoated undersealed
scrumptious pleasant-tasting toothsome yummy
credulousness gullibility
piperocaine metycaine
meclomen meclofenamate
eggplant aubergine
precentor choirmaster
cross-linkage cross-link
omnipresent ubiquitous
sheika sheikha
altruistically selflessly
firstborn eldest
shakespearean shakespearian
serjeant sergeant-at-law serjeant-at-law
criterional criterial
candelabra candelabrum
squinty askant asquint
becloud befog
detribalisation detribalization
insolation siriasis sunstroke
irresistibly overpoweringly overwhelmingly
dexamethasone decadron oradexon
atonalism atonality
microcomputer pc
inexpungible inexpungeable
crony buddy chum sidekick
dormy dormie
six-gun revolver six-shooter
calash caleche
demagogue demagog rabble-rouser
world-shattering world-shaking
correcting rectification
inexactly imprecisely
fleshiness obesity
mister mr
silversmith silverworker
aquitania aquitaine
chigetai dziggetai
salubriousness salubrity
ameban amebic amebous amoeban amoebic amoebous
demobilize demob
khoikhoin hottentot khoikhoi
damosel damoiselle damozel damsel
truancy hooky
demented brainsick unhinged
mistaking misinterpretation
infrequency rareness
tenormin atenolol
untainted stainless untarnished
square-shouldered big-shouldered broad-shouldered
forbiddance banning
loose-jowled double-chinned jowly
auric aurous
atonality atonalism
anhinga darter snakebird
oblate pumpkin-shaped
enfold envelop enwrap
miner mineworker
sitter babysitter
pater dad daddy papa pappa
lacrimal lachrymal
disheartening demoralising demoralizing
hugging cuddling fondling kissing petting smooching snuggling
panacea cure-all
albuterol proventil ventolin
nickelodeon jukebox
horror-stricken horrified horror-struck
ambrocate anele anoint
groggy logy stuporous
leukocyte leucocyte
mahatma guru
inscrutable mystifying
nervelessly coolly
matrikin matrisib
victimisation using victimization
allotropy allotropism
commonplaceness everydayness
instigative incitive rabble-rousing
nonpayment nonremittal
anecdotic anecdotical
objectivity objectiveness
hangchow hangzhou
baseless groundless unfounded
endothermal endothermic heat-absorbing
hail-fellow comradely hail-fellow-well-met
acumen insightfulness
unworkable impracticable infeasible unfeasible
stunningly spectacularly
nihon nippon
coital copulatory
endocrinal endocrine
self-colored self-coloured
hinduism hindooism
cross-classification cross-division
mingy miserly
larcenist larcener
episperm testa
outgoer emigrant emigre emigree
kurchi conessi kurchee
rough-textured textured
commixture mixing
rotundity globosity globularness sphericalness sphericity
amanuensis stenographer
lap-strake lap-jointed lap-straked lap-streak lap-streaked
ticktacktoe tic-tac-toe ticktacktoo tit-tat-toe
amrinone inocor
anapaestic anapestic
uninvitedly unwantedly
incalescence calefaction
imagined imaginary
formulaize formularize
melasma chloasma
realine realign
ticktacktoo tic-tac-toe ticktacktoe tit-tat-toe
immoveable immovable unmovable
acquiring getting
diarchy dyarchy
serologic serological
cliquishly clannishly
dementia dementedness
andelmin angelim
fluidness fluidity runniness
justificatory justificative
apothecary druggist pharmacist
amberfish amberjack
preponderant overriding paramount preponderating
acknowledgment acknowledgement
bunchberry crackerberry
lutanist lutenist lutist
wavelike crinkled crinkly
fomorian fomor
unsurpassed unexceeded unexcelled
mixable miscible
needful needed
uraemia azotaemia azotemia uremia
obligingness complaisance compliancy
gouger chiseler chiseller sharper swindler
unreeling unwinding
deuced blamed darned
glasses eyeglasses specs spectacles
mantineia mantinea
skillet frypan
unconfused unbaffled
esthonia estonia
located situated
gleefulness hilarity mirth mirthfulness
summerhouse gazebo
able-bodism able-bodiedism ableism ablism
glib-tongued smooth-tongued
clarinetist clarinettist
lamia vampire
potomania dipsomania
seafarer gob jack-tar mariner seaman
snarled snarly
earth-closet jakes outhouse
deject dispirit
fertilized fertilised impregnated inseminated
nagari devanagari
lass lassie
acetanilide acetanilid phenylacetamide
basically essentially fundamentally
dasheen taro
nonextensile inextensible nonprotractile
propylene propene
